Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	MOTIF:9aaTAD	3	0.949367088607595	0.08306210910695057	NFIC, HSF1, KLF15	297	36	22194	6.2272727272727275	1.0	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Calponin-homology (CH)	4	1.2658227848101267	0.08376083814247404	CCDC88A, SMTNL2, LRCH3, PLS1	297	77	22194	3.881936245572609	1.0	1.0	1.0
UP_KW_MOLECULAR_FUNCTION	KW-0808~Transferase	36	11.39240506329114	0.08452151458795407	CMAS, FLT1, TPMT, MAST4, SMYD5, GTF2B, GPT, NT5C2, POLR2A, POFUT1, TGS1, SMYD2, VCPKMT, PIP4K2A, RIOK1, PAK3, PDK2, XYLB, RNF20, GALNT7, SYK, DGAT1, PRKCB, MSL2, SETMAR, ALG3, B3GALT6, GNMT, QTRT1, RNF144A, TRAF4, BMT2, TRIM37, CHST2, FGFR1, CDS2	174	1969	12247	1.2868776378697395	0.9934845544618824	0.557156279107114	0.5473816075438313
GOTERM_BP_DIRECT	GO:0048513~animal organ development	3	0.949367088607595	0.08580882153554568	FLT1, LEF1, FGFR1	304	48	29775	6.121504934210526	1.0	1.0	0.9982598607888631
GOTERM_BP_DIRECT	GO:0051301~cell division	8	2.5316455696202533	0.08622592116493777	CDC20, CCND2, SDE2, LIG4, TERF1, CLASP1, GNAI1, SKA1	304	372	29775	2.1063242784380303	1.0	1.0	0.9982598607888631
GOTERM_MF_DIRECT	GO:0031267~small GTPase binding	7	2.2151898734177213	0.08762083306863219	STRIP1, DOCK4, VPS9D1, RTKN, KIF3B, PAK3, LSM2	297	301	29110	2.2793829770573955	1.0	0.8988928737701113	0.874685704817595
GOTERM_BP_DIRECT	GO:0061820~telomeric D-loop disassembly	2	0.6329113924050633	0.08795735419845563	TERF1, TERF2	304	9	29775	21.765350877192983	1.0	1.0	0.9982598607888631
GOTERM_BP_DIRECT	GO:0042473~outer ear morphogenesis	2	0.6329113924050633	0.08795735419845563	GAS1, FGFR1	304	9	29775	21.765350877192983	1.0	1.0	0.9982598607888631
GOTERM_BP_DIRECT	GO:0099010~modification of postsynaptic structure	2	0.6329113924050633	0.08795735419845563	RAP1B, DLGAP4	304	9	29775	21.765350877192983	1.0	1.0	0.9982598607888631
UP_KW_MOLECULAR_FUNCTION	KW-0344~Guanine-nucleotide releasing factor	6	1.89873417721519	0.08797204406954431	CCDC88A, ABR, DOCK4, RASGRP2, SERGEF, RALGPS2	174	167	12247	2.5288044600454263	0.9947463081966511	0.557156279107114	0.5473816075438313
GOTERM_MF_DIRECT	GO:0001221~transcription coregulator binding	3	0.949367088607595	0.08875961949256037	BMYC, CTCF, PBX1	297	49	29110	6.000824572253144	1.0	0.8988928737701113	0.874685704817595
GOTERM_BP_DIRECT	GO:0000077~DNA damage checkpoint signaling	3	0.949367088607595	0.0888808848603627	INTS7, RAD9A, RHNO1	304	49	29775	5.996576262083781	1.0	1.0	0.9982598607888631
GOTERM_BP_DIRECT	GO:0031122~cytoplasmic microtubule organization	3	0.949367088607595	0.0888808848603627	CEP126, CCDC88A, SLAIN1	304	49	29775	5.996576262083781	1.0	1.0	0.9982598607888631
UP_SEQ_FEATURE	DOMAIN:TRASH	2	0.6329113924050633	0.08971678983014295	ZMYM5, RSL24D1	297	7	22194	21.35064935064935	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007420~brain development	6	1.89873417721519	0.09049824813541396	ABR, ABCB6, NNAT, MEIS2, PBX1, FGFR1	304	233	29775	2.5221651231081994	1.0	1.0	0.9982598607888631
GOTERM_BP_DIRECT	GO:0001837~epithelial to mesenchymal transition	3	0.949367088607595	0.09198519429065113	LEF1, SNAI1, FGFR1	304	50	29775	5.876644736842105	1.0	1.0	0.9982598607888631
